text,label,category,language,source_dataset
Well done and ! luv ya all,SAFE,SAFE,English,UCI SMS Spam Collection
Then why you came to hostel.,SAFE,SAFE,English,UCI SMS Spam Collection
K still are you loving me.,SAFE,SAFE,English,UCI SMS Spam Collection
But i juz remembered i gotta bathe my dog today..,SAFE,SAFE,English,UCI SMS Spam Collection
After the drug she will be able to eat.,SAFE,SAFE,English,UCI SMS Spam Collection
Alright took the morphine. Back in yo.,SAFE,SAFE,English,UCI SMS Spam Collection
You see the requirements please,SAFE,SAFE,English,UCI SMS Spam Collection
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,SAFE,SAFE,English,UCI SMS Spam Collection
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
So can collect ur laptop?,SAFE,SAFE,English,UCI SMS Spam Collection
"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",SAFE,SAFE,English,UCI SMS Spam Collection
I will once i get home,SAFE,SAFE,English,UCI SMS Spam Collection
Waaaat?? Lololo ok next time then!,SAFE,SAFE,English,UCI SMS Spam Collection
"The table's occupied, I'm waiting by the tree",SAFE,SAFE,English,UCI SMS Spam Collection
I surely dont forgot to come:)i will always be in touch in with you:-),SAFE,SAFE,English,UCI SMS Spam Collection
Hi kindly give us back our documents which we submitted for loan from STAPATI,SAFE,SAFE,English,UCI SMS Spam Collection
I dont have i shall buy one dear,SAFE,SAFE,English,UCI SMS Spam Collection
Oh god i am happy to see your message after 3 days,SAFE,SAFE,English,UCI SMS Spam Collection
What year. And how many miles.,SAFE,SAFE,English,UCI SMS Spam Collection
Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,SAFE,SAFE,English,UCI SMS Spam Collection
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",SAFE,SAFE,English,UCI SMS Spam Collection
I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,SAFE,SAFE,English,UCI SMS Spam Collection
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,SAFE,SAFE,English,UCI SMS Spam Collection
Is she replying. Has boye changed his phone number,SAFE,SAFE,English,UCI SMS Spam Collection
hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,SAFE,SAFE,English,UCI SMS Spam Collection
"Nothing really, just making sure everybody's up to speed",SAFE,SAFE,English,UCI SMS Spam Collection
I'm not coming home 4 dinner.,SAFE,SAFE,English,UCI SMS Spam Collection
"Thank you. And by the way, I just lost.",SAFE,SAFE,English,UCI SMS Spam Collection
Yes.he have good crickiting mind,SAFE,SAFE,English,UCI SMS Spam Collection
Thx. All will be well in a few months,SAFE,SAFE,English,UCI SMS Spam Collection
"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",SAFE,SAFE,English,UCI SMS Spam Collection
I wont. So wat's wit the guys,SAFE,SAFE,English,UCI SMS Spam Collection
Yavnt tried yet and never played original either,SAFE,SAFE,English,UCI SMS Spam Collection
"Hiya, had a good day? Have you spoken to since the weekend?",SAFE,SAFE,English,UCI SMS Spam Collection
See? I thought it all through,SAFE,SAFE,English,UCI SMS Spam Collection
get ready to moan and scream :),SAFE,SAFE,English,UCI SMS Spam Collection
Oh k :)why you got job then whats up?,SAFE,SAFE,English,UCI SMS Spam Collection
"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",SAFE,SAFE,English,UCI SMS Spam Collection
And popping &lt;#&gt; ibuprofens was no help.,SAFE,SAFE,English,UCI SMS Spam Collection
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",SAFE,SAFE,English,UCI SMS Spam Collection
Ok.,SAFE,SAFE,English,UCI SMS Spam Collection
PS U no ur a grown up now right?,SAFE,SAFE,English,UCI SMS Spam Collection
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",SAFE,SAFE,English,UCI SMS Spam Collection
I know a few people I can hit up and fuck to the yes,SAFE,SAFE,English,UCI SMS Spam Collection
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,SAFE,SAFE,English,UCI SMS Spam Collection
So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,SAFE,SAFE,English,UCI SMS Spam Collection
Oh god. I'm gonna Google nearby cliffs now.,SAFE,SAFE,English,UCI SMS Spam Collection
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?,SAFE,SAFE,English,UCI SMS Spam Collection
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",SAFE,SAFE,English,UCI SMS Spam Collection
Thankyou so much for the call. I appreciate your care.,SAFE,SAFE,English,UCI SMS Spam Collection
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,SAFE,SAFE,English,UCI SMS Spam Collection
I called but no one pick up e phone. I ask both of them already they said ok.,SAFE,SAFE,English,UCI SMS Spam Collection
Hi my email address has changed now it is,SAFE,SAFE,English,UCI SMS Spam Collection
"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",SAFE,SAFE,English,UCI SMS Spam Collection
"Not much, just some textin'. How bout you?",SAFE,SAFE,English,UCI SMS Spam Collection
Bring it if you got it,SAFE,SAFE,English,UCI SMS Spam Collection
I'm in a movie. Call me 4 wat?,SAFE,SAFE,English,UCI SMS Spam Collection
Not sure I have the stomach for it ...,SAFE,SAFE,English,UCI SMS Spam Collection
Haha... can... But i'm having dinner with my cousin...,SAFE,SAFE,English,UCI SMS Spam Collection
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",SAFE,SAFE,English,UCI SMS Spam Collection
"(And my man carlos is definitely coming by mu tonight, no excuses)",SAFE,SAFE,English,UCI SMS Spam Collection
soon you will have the real thing princess! Do i make you wet? :),SAFE,SAFE,English,UCI SMS Spam Collection
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,SAFE,SAFE,English,UCI SMS Spam Collection
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",SAFE,SAFE,English,UCI SMS Spam Collection
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,SAFE,SAFE,English,UCI SMS Spam Collection
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"Hmm well, night night",SAFE,SAFE,English,UCI SMS Spam Collection
Just wanted to say holy shit you guys weren't kidding about this bud,SAFE,SAFE,English,UCI SMS Spam Collection
"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",SAFE,SAFE,English,UCI SMS Spam Collection
"This is one of the days you have a billion classes, right?",SAFE,SAFE,English,UCI SMS Spam Collection
"Goodmorning, today i am late for 2hrs. Because of back pain.",SAFE,SAFE,English,UCI SMS Spam Collection
Ok then i'll let him noe later n ask him call u tmr...,SAFE,SAFE,English,UCI SMS Spam Collection
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,SAFE,SAFE,English,UCI SMS Spam Collection
* Will have two more cartons off u and is very pleased with shelves,SAFE,SAFE,English,UCI SMS Spam Collection
Nice talking to you! please dont forget my pix :) i want to see all of you...,SAFE,SAFE,English,UCI SMS Spam Collection
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
But really quite funny lor wat... Then u shd haf run shorter distance wat...,SAFE,SAFE,English,UCI SMS Spam Collection
I notice you like looking in the shit mirror youre turning into a right freak,SAFE,SAFE,English,UCI SMS Spam Collection
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,SAFE,SAFE,English,UCI SMS Spam Collection
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
"I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor...",SAFE,SAFE,English,UCI SMS Spam Collection
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,SAFE,SAFE,English,UCI SMS Spam Collection
If you have belive me. Come to my home.,SAFE,SAFE,English,UCI SMS Spam Collection
Oh k.k..where did you take test?,SAFE,SAFE,English,UCI SMS Spam Collection
Those were my exact intentions,SAFE,SAFE,English,UCI SMS Spam Collection
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,SAFE,SAFE,English,UCI SMS Spam Collection
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",SAFE,SAFE,English,UCI SMS Spam Collection
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",SAFE,SAFE,English,UCI SMS Spam Collection
Nothing just getting msgs by dis name wit different no's..,SAFE,SAFE,English,UCI SMS Spam Collection
What's your room number again? Wanna make sure I'm knocking on the right door,SAFE,SAFE,English,UCI SMS Spam Collection
"""Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtbraindancea comp.ofstuff on aphexs ;abel,u hav2hear it!c u sn xxxx""",SAFE,SAFE,English,UCI SMS Spam Collection
Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,SAFE,SAFE,English,UCI SMS Spam Collection
"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",SAFE,SAFE,English,UCI SMS Spam Collection
Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,SAFE,SAFE,English,UCI SMS Spam Collection
Every day i use to sleep after &lt;#&gt; so only.,SAFE,SAFE,English,UCI SMS Spam Collection
K I'll call you when I'm close,SAFE,SAFE,English,UCI SMS Spam Collection
U buy newspapers already?,SAFE,SAFE,English,UCI SMS Spam Collection
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,SAFE,SAFE,English,UCI SMS Spam Collection
Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,SAFE,SAFE,English,UCI SMS Spam Collection
No management puzzeles.,SAFE,SAFE,English,UCI SMS Spam Collection
How did you find out in a way that didn't include all of these details,SAFE,SAFE,English,UCI SMS Spam Collection
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
will you like to be spoiled? :),SAFE,SAFE,English,UCI SMS Spam Collection
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,SAFE,SAFE,English,UCI SMS Spam Collection
hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,SAFE,SAFE,English,UCI SMS Spam Collection
Den wat will e schedule b lk on sun?,SAFE,SAFE,English,UCI SMS Spam Collection
Lol enjoy role playing much?,SAFE,SAFE,English,UCI SMS Spam Collection
Ok. Me watching tv too.,SAFE,SAFE,English,UCI SMS Spam Collection
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",SAFE,SAFE,English,UCI SMS Spam Collection
"Just checked out, heading out to drop off my stuff now",SAFE,SAFE,English,UCI SMS Spam Collection
Here got lots of hair dresser fr china.,SAFE,SAFE,English,UCI SMS Spam Collection
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,SAFE,SAFE,English,UCI SMS Spam Collection
Ill call you evening ill some ideas.,SAFE,SAFE,English,UCI SMS Spam Collection
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
Did you show him and wot did he say or could u not c him 4 dust?,SAFE,SAFE,English,UCI SMS Spam Collection
It should take about &lt;#&gt; min,SAFE,SAFE,English,UCI SMS Spam Collection
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
FREE entry into our £250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,SCAM,PHISHING,English,UCI SMS Spam Collection
Finish liao... U?,SAFE,SAFE,English,UCI SMS Spam Collection
88066 FROM 88066 LOST 3POUND HELP,SCAM,OTHER_SCAM,English,UCI SMS Spam Collection
